\lambda [nm]	
1050.699951	0.001150394
1050.880005	0.001116998
1051.059937	0.001065403
1051.23999	0.001108887
1051.420044	0.001049979
1051.599976	0.001031174
1051.780029	0.001047589
1051.959961	0.001062
1052.140015	0.001088883
1052.319946	0.001108537
1052.5	0.001075968
1052.680054	0.001090115
1052.859985	0.001072835
1053.040039	0.001071553
1053.219971	0.001095638
1053.400024	0.001118388
1053.579956	0.001106611
1053.76001	0.001079059
1053.939941	0.001064996
1054.119995	0.001080106
1054.300049	0.001117204
1054.47998	0.001098806
1054.660034	0.00107778
1054.839966	0.001095247
1055.02002	0.001103841
1055.199951	0.001081837
1055.380005	0.00107191
1055.559937	0.001089605
1055.73999	0.001096306
1055.920044	0.00107872
1056.099976	0.001091884
1056.280029	0.001066604
1056.459961	0.0011005
1056.640015	0.001067015
1056.819946	0.001084521
1057	0.00113576
1057.180054	0.001056546
1057.359985	0.001095257
1057.540039	0.001159892
1057.719971	0.001099259
1057.900024	0.001117952
1058.079956	0.001134172
1058.26001	0.001096647
1058.439941	0.001061928
1058.619995	0.001113672
1058.800049	0.001087
1058.97998	0.001170881
1059.160034	0.001086548
1059.339966	0.001136459
1059.52002	0.001103814
1059.699951	0.001073672
1059.880005	0.001117779
1060.060059	0.001051225
1060.23999	0.00109564
1060.420044	0.001102798
1060.599976	0.001137051
1060.780029	0.001138798
1060.959961	0.0011459
1061.140015	0.001123648
1061.319946	0.001108597
1061.5	0.001125053
1061.680054	0.001143913
1061.859985	0.001082891
1062.040039	0.001122583
1062.219971	0.001130272
1062.400024	0.001129915
1062.579956	0.001136785
1062.76001	0.001142934
1062.939941	0.001147941
1063.119995	0.001082449
1063.300049	0.001091778
1063.47998	0.001130701
1063.660034	0.001166413
1063.839966	0.001175533
1064.02002	0.001163807
1064.199951	0.001160591
1064.380005	0.001189625
1064.560059	0.001159254
1064.73999	0.00117393
1064.920044	0.001191842
1065.099976	0.001154842
1065.280029	0.001153857
1065.459961	0.001135788
1065.640015	0.001165412
1065.819946	0.001174998
1066	0.001148411
1066.180054	0.001225224
1066.359985	0.00122387
1066.540039	0.001200283
1066.719971	0.001200687
1066.900024	0.001215194
1067.079956	0.001203833
1067.26001	0.001193614
1067.439941	0.001236043
1067.619995	0.001205097
1067.800049	0.001203568
1067.97998	0.00128015
1068.160034	0.001235887
1068.339966	0.001224039
1068.52002	0.001260501
1068.699951	0.001274819
1068.880005	0.001234912
1069.060059	0.001292779
1069.23999	0.00128774
1069.420044	0.001348507
1069.599976	0.001307452
1069.780029	0.001285057
1069.959961	0.001308365
1070.140015	0.001294901
1070.319946	0.001377758
1070.5	0.001309936
1070.680054	0.0013427
1070.859985	0.001284034
1071.040039	0.001334379
1071.219971	0.001353257
1071.400024	0.001389898
1071.579956	0.001350482
1071.76001	0.001429066
1071.939941	0.001414664
1072.119995	0.001430389
1072.300049	0.001410162
1072.47998	0.001375218
1072.660034	0.001473927
1072.839966	0.001481407
1073.02002	0.001463104
1073.199951	0.001443265
1073.380005	0.001430917
1073.560059	0.001438541
1073.73999	0.001500415
1073.920044	0.001530662
1074.099976	0.001522162
1074.280029	0.001522312
1074.459961	0.001483338
1074.640015	0.001533138
1074.819946	0.001601329
1075	0.001596145
1075.180054	0.001608636
1075.359985	0.001597527
1075.540039	0.001613767
1075.719971	0.001662136
1075.900024	0.001631534
1076.079956	0.001730169
1076.26001	0.001691714
1076.439941	0.001689114
1076.619995	0.001722964
1076.800049	0.00177314
1076.97998	0.001730588
1077.160034	0.00176656
1077.339966	0.001713053
1077.52002	0.001780938
1077.699951	0.001822776
1077.880005	0.001839056
1078.060059	0.001859253
1078.23999	0.001879472
1078.420044	0.001868166
1078.599976	0.001835254
1078.780029	0.001886267
1078.959961	0.001883637
1079.140015	0.00191266
1079.319946	0.0018998
1079.5	0.001909476
1079.680054	0.001942118
1079.859985	0.001910927
1080.040039	0.001938515
1080.219971	0.001950286
1080.400024	0.001994792
1080.579956	0.001968879
1080.76001	0.001955476
1080.939941	0.00199457
1081.119995	0.002006835
1081.300049	0.001972309
1081.47998	0.002010937
1081.660034	0.002034891
1081.839966	0.002003564
1082.02002	0.002034211
1082.199951	0.002061752
1082.380005	0.002005692
1082.560059	0.002060669
1082.73999	0.002078132
1082.920044	0.00202741
1083.099976	0.002041226
1083.280029	0.001991754
1083.459961	0.002044709
1083.640015	0.002091173
1083.819946	0.002069359
1084	0.002040967
1084.180054	0.00199286
1084.359985	0.002062214
1084.540039	0.002025494
1084.719971	0.002030311
1084.900024	0.002046924
1085.079956	0.002045394
1085.26001	0.002040718
1085.439941	0.001976179
1085.619995	0.002015911
1085.800049	0.002017785
1085.97998	0.002001443
1086.160034	0.001997408
1086.339966	0.002031559
1086.52002	0.002001797
1086.699951	0.00201123
1086.880005	0.001926838
1087.060059	0.001931729
1087.23999	0.001952077
1087.420044	0.001998746
1087.599976	0.002017344
1087.780029	0.001932267
1087.959961	0.001954501
1088.140015	0.001944429
1088.319946	0.001929788
1088.5	0.00191691
1088.680054	0.001960879
1088.859985	0.001942613
1089.040039	0.001979627
1089.219971	0.001922151
1089.400024	0.00192137
1089.579956	0.001909446
1089.76001	0.001889784
